"filter_id","takeaway_id","theme_title","context_text","metric_label","metric_value","metric_status"
"company=petro_star|department=all|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all","takeaway_1","Leadership and direction clarity","Comments consistently tie strong leadership experiences to visible decision logic, clear sequencing, and better line-of-sight from enterprise strategy to day-to-day work.","Leadership",4.25,"Above Standard"
"company=petro_star|department=all|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all","takeaway_2","Cross-team operating flow","Employees describe uneven collaboration most often at handoff points where accountability is diffuse or process expectations vary between teams.","Communication",4.14,"Above Standard"
"company=petro_star|department=all|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all","takeaway_3","Workload sustainability","Narrative feedback suggests that pace becomes manageable when priorities are stabilized, resourcing is realistic, and teams are not repeatedly absorbing avoidable rework.","Performance development",3.97,"Above Standard"
"company=energy_services|department=all|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all","takeaway_1","Leadership and direction clarity","Comments consistently tie strong leadership experiences to visible decision logic, clear sequencing, and better line-of-sight from enterprise strategy to day-to-day work.","Leadership",4.31,"Above Standard"
"company=energy_services|department=all|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all","takeaway_2","Cross-team operating flow","Employees describe uneven collaboration most often at handoff points where accountability is diffuse or process expectations vary between teams.","Communication",4.14,"Above Standard"
"company=energy_services|department=all|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all","takeaway_3","Workload sustainability","Narrative feedback suggests that pace becomes manageable when priorities are stabilized, resourcing is realistic, and teams are not repeatedly absorbing avoidable rework.","Performance development",4.07,"Above Standard"
"company=construction_north_slope_operations|department=all|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all","takeaway_1","Leadership and direction clarity","Comments consistently tie strong leadership experiences to visible decision logic, clear sequencing, and better line-of-sight from enterprise strategy to day-to-day work.","Leadership",4.17,"Above Standard"
"company=construction_north_slope_operations|department=all|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all","takeaway_2","Cross-team operating flow","Employees describe uneven collaboration most often at handoff points where accountability is diffuse or process expectations vary between teams.","Communication",4.03,"Above Standard"
"company=construction_north_slope_operations|department=all|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all","takeaway_3","Workload sustainability","Narrative feedback suggests that pace becomes manageable when priorities are stabilized, resourcing is realistic, and teams are not repeatedly absorbing avoidable rework.","Performance development",3.98,"Above Standard"
"company=all|department=operations|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all","takeaway_1","Leadership and direction clarity","Comments consistently tie strong leadership experiences to visible decision logic, clear sequencing, and better line-of-sight from enterprise strategy to day-to-day work.","Leadership",4.45,"Above Standard"
"company=all|department=operations|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all","takeaway_2","Cross-team operating flow","Employees describe uneven collaboration most often at handoff points where accountability is diffuse or process expectations vary between teams.","Communication",4.43,"Above Standard"
"company=all|department=operations|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all","takeaway_3","Workload sustainability","Narrative feedback suggests that pace becomes manageable when priorities are stabilized, resourcing is realistic, and teams are not repeatedly absorbing avoidable rework.","Performance development",4.31,"Above Standard"
"company=all|department=engineering_technical|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all","takeaway_1","Leadership and direction clarity","Comments consistently tie strong leadership experiences to visible decision logic, clear sequencing, and better line-of-sight from enterprise strategy to day-to-day work.","Leadership",4.48,"Above Standard"
"company=all|department=engineering_technical|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all","takeaway_2","Cross-team operating flow","Employees describe uneven collaboration most often at handoff points where accountability is diffuse or process expectations vary between teams.","Communication",4.34,"Above Standard"
"company=all|department=engineering_technical|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all","takeaway_3","Workload sustainability","Narrative feedback suggests that pace becomes manageable when priorities are stabilized, resourcing is realistic, and teams are not repeatedly absorbing avoidable rework.","Performance development",4.28,"Above Standard"
"company=all|department=maintenance_reliability|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all","takeaway_1","Leadership and direction clarity","Comments consistently tie strong leadership experiences to visible decision logic, clear sequencing, and better line-of-sight from enterprise strategy to day-to-day work.","Leadership",4.36,"Above Standard"
"company=all|department=maintenance_reliability|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all","takeaway_2","Cross-team operating flow","Employees describe uneven collaboration most often at handoff points where accountability is diffuse or process expectations vary between teams.","Communication",4.23,"Above Standard"
"company=all|department=maintenance_reliability|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all","takeaway_3","Workload sustainability","Narrative feedback suggests that pace becomes manageable when priorities are stabilized, resourcing is realistic, and teams are not repeatedly absorbing avoidable rework.","Performance development",4.16,"Above Standard"
"company=all|department=projects_construction|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all","takeaway_1","Leadership and direction clarity","Comments consistently tie strong leadership experiences to visible decision logic, clear sequencing, and better line-of-sight from enterprise strategy to day-to-day work.","Leadership",4.15,"Above Standard"
"company=all|department=projects_construction|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all","takeaway_2","Cross-team operating flow","Employees describe uneven collaboration most often at handoff points where accountability is diffuse or process expectations vary between teams.","Communication",4.02,"Above Standard"
"company=all|department=projects_construction|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all","takeaway_3","Workload sustainability","Narrative feedback suggests that pace becomes manageable when priorities are stabilized, resourcing is realistic, and teams are not repeatedly absorbing avoidable rework.","Performance development",3.9,"Above Standard"
"company=all|department=health_safety_environment_hse|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all","takeaway_1","Leadership and direction clarity","Comments consistently tie strong leadership experiences to visible decision logic, clear sequencing, and better line-of-sight from enterprise strategy to day-to-day work.","Leadership",4.35,"Above Standard"
"company=all|department=health_safety_environment_hse|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all","takeaway_2","Cross-team operating flow","Employees describe uneven collaboration most often at handoff points where accountability is diffuse or process expectations vary between teams.","Communication",4.23,"Above Standard"
"company=all|department=health_safety_environment_hse|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all","takeaway_3","Workload sustainability","Narrative feedback suggests that pace becomes manageable when priorities are stabilized, resourcing is realistic, and teams are not repeatedly absorbing avoidable rework.","Performance development",4.15,"Above Standard"
"company=all|department=supply_chain_logistics|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all","takeaway_1","Leadership and direction clarity","Comments consistently tie strong leadership experiences to visible decision logic, clear sequencing, and better line-of-sight from enterprise strategy to day-to-day work.","Leadership",4.34,"Above Standard"
"company=all|department=supply_chain_logistics|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all","takeaway_2","Cross-team operating flow","Employees describe uneven collaboration most often at handoff points where accountability is diffuse or process expectations vary between teams.","Communication",4.24,"Above Standard"
"company=all|department=supply_chain_logistics|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all","takeaway_3","Workload sustainability","Narrative feedback suggests that pace becomes manageable when priorities are stabilized, resourcing is realistic, and teams are not repeatedly absorbing avoidable rework.","Performance development",4.15,"Above Standard"
"company=all|department=corporate_functions|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all","takeaway_1","Leadership and direction clarity","Comments consistently tie strong leadership experiences to visible decision logic, clear sequencing, and better line-of-sight from enterprise strategy to day-to-day work.","Leadership",4.5,"Above Standard"
"company=all|department=corporate_functions|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all","takeaway_2","Cross-team operating flow","Employees describe uneven collaboration most often at handoff points where accountability is diffuse or process expectations vary between teams.","Communication",4.35,"Above Standard"
"company=all|department=corporate_functions|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all","takeaway_3","Workload sustainability","Narrative feedback suggests that pace becomes manageable when priorities are stabilized, resourcing is realistic, and teams are not repeatedly absorbing avoidable rework.","Performance development",4.11,"Above Standard"
"company=all|department=program_contract_management|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all","takeaway_1","Leadership and direction clarity","Comments consistently tie strong leadership experiences to visible decision logic, clear sequencing, and better line-of-sight from enterprise strategy to day-to-day work.","Leadership",4.46,"Above Standard"
"company=all|department=program_contract_management|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all","takeaway_2","Cross-team operating flow","Employees describe uneven collaboration most often at handoff points where accountability is diffuse or process expectations vary between teams.","Communication",4.21,"Above Standard"
"company=all|department=program_contract_management|identity=all|location=all|employee_type=all|tenure=all|work_arrangement=all","takeaway_3","Workload sustainability","Narrative feedback suggests that pace becomes manageable when priorities are stabilized, resourcing is realistic, and teams are not repeatedly absorbing avoidable rework.","Performance development",4.25,"Above Standard"
"company=all|department=all|identity=i_upiaq|location=all|employee_type=all|tenure=all|work_arrangement=all","takeaway_1","Leadership and direction clarity","Comments consistently tie strong leadership experiences to visible decision logic, clear sequencing, and better line-of-sight from enterprise strategy to day-to-day work.","Leadership",4.35,"Above Standard"
"company=all|department=all|identity=i_upiaq|location=all|employee_type=all|tenure=all|work_arrangement=all","takeaway_2","Cross-team operating flow","Employees describe uneven collaboration most often at handoff points where accountability is diffuse or process expectations vary between teams.","Communication",4.2,"Above Standard"
"company=all|department=all|identity=i_upiaq|location=all|employee_type=all|tenure=all|work_arrangement=all","takeaway_3","Workload sustainability","Narrative feedback suggests that pace becomes manageable when priorities are stabilized, resourcing is realistic, and teams are not repeatedly absorbing avoidable rework.","Performance development",4.09,"Above Standard"
"company=all|department=all|identity=other_alaska_native|location=all|employee_type=all|tenure=all|work_arrangement=all","takeaway_1","Leadership and direction clarity","Comments consistently tie strong leadership experiences to visible decision logic, clear sequencing, and better line-of-sight from enterprise strategy to day-to-day work.","Leadership",4.31,"Above Standard"
"company=all|department=all|identity=other_alaska_native|location=all|employee_type=all|tenure=all|work_arrangement=all","takeaway_2","Cross-team operating flow","Employees describe uneven collaboration most often at handoff points where accountability is diffuse or process expectations vary between teams.","Communication",4.16,"Above Standard"
"company=all|department=all|identity=other_alaska_native|location=all|employee_type=all|tenure=all|work_arrangement=all","takeaway_3","Workload sustainability","Narrative feedback suggests that pace becomes manageable when priorities are stabilized, resourcing is realistic, and teams are not repeatedly absorbing avoidable rework.","Performance development",4.04,"Above Standard"
"company=all|department=all|identity=other_indigenous_first_nations_native_american|location=all|employee_type=all|tenure=all|work_arrangement=all","takeaway_1","Leadership and direction clarity","Comments consistently tie strong leadership experiences to visible decision logic, clear sequencing, and better line-of-sight from enterprise strategy to day-to-day work.","Leadership",4.28,"Above Standard"
"company=all|department=all|identity=other_indigenous_first_nations_native_american|location=all|employee_type=all|tenure=all|work_arrangement=all","takeaway_2","Cross-team operating flow","Employees describe uneven collaboration most often at handoff points where accountability is diffuse or process expectations vary between teams.","Communication",4.2,"Above Standard"
"company=all|department=all|identity=other_indigenous_first_nations_native_american|location=all|employee_type=all|tenure=all|work_arrangement=all","takeaway_3","Workload sustainability","Narrative feedback suggests that pace becomes manageable when priorities are stabilized, resourcing is realistic, and teams are not repeatedly absorbing avoidable rework.","Performance development",4.06,"Above Standard"
"company=all|department=all|identity=white|location=all|employee_type=all|tenure=all|work_arrangement=all","takeaway_1","Leadership and direction clarity","Comments consistently tie strong leadership experiences to visible decision logic, clear sequencing, and better line-of-sight from enterprise strategy to day-to-day work.","Leadership",4.27,"Above Standard"
"company=all|department=all|identity=white|location=all|employee_type=all|tenure=all|work_arrangement=all","takeaway_2","Cross-team operating flow","Employees describe uneven collaboration most often at handoff points where accountability is diffuse or process expectations vary between teams.","Communication",4.16,"Above Standard"
"company=all|department=all|identity=white|location=all|employee_type=all|tenure=all|work_arrangement=all","takeaway_3","Workload sustainability","Narrative feedback suggests that pace becomes manageable when priorities are stabilized, resourcing is realistic, and teams are not repeatedly absorbing avoidable rework.","Performance development",4.12,"Above Standard"
"company=all|department=all|identity=asian|location=all|employee_type=all|tenure=all|work_arrangement=all","takeaway_1","Leadership and direction clarity","Comments consistently tie strong leadership experiences to visible decision logic, clear sequencing, and better line-of-sight from enterprise strategy to day-to-day work.","Leadership",4.2,"Above Standard"
"company=all|department=all|identity=asian|location=all|employee_type=all|tenure=all|work_arrangement=all","takeaway_2","Cross-team operating flow","Employees describe uneven collaboration most often at handoff points where accountability is diffuse or process expectations vary between teams.","Communication",4.12,"Above Standard"
"company=all|department=all|identity=asian|location=all|employee_type=all|tenure=all|work_arrangement=all","takeaway_3","Workload sustainability","Narrative feedback suggests that pace becomes manageable when priorities are stabilized, resourcing is realistic, and teams are not repeatedly absorbing avoidable rework.","Performance development",3.91,"Above Standard"
"company=all|department=all|identity=black_african_american|location=all|employee_type=all|tenure=all|work_arrangement=all","takeaway_1","Leadership and direction clarity","Comments consistently tie strong leadership experiences to visible decision logic, clear sequencing, and better line-of-sight from enterprise strategy to day-to-day work.","Leadership",4.3,"Above Standard"
"company=all|department=all|identity=black_african_american|location=all|employee_type=all|tenure=all|work_arrangement=all","takeaway_2","Cross-team operating flow","Employees describe uneven collaboration most often at handoff points where accountability is diffuse or process expectations vary between teams.","Communication",4.17,"Above Standard"
"company=all|department=all|identity=black_african_american|location=all|employee_type=all|tenure=all|work_arrangement=all","takeaway_3","Workload sustainability","Narrative feedback suggests that pace becomes manageable when priorities are stabilized, resourcing is realistic, and teams are not repeatedly absorbing avoidable rework.","Performance development",4.12,"Above Standard"
"company=all|department=all|identity=hispanic_latino|location=all|employee_type=all|tenure=all|work_arrangement=all","takeaway_1","Leadership and direction clarity","Comments consistently tie strong leadership experiences to visible decision logic, clear sequencing, and better line-of-sight from enterprise strategy to day-to-day work.","Leadership",4.33,"Above Standard"
"company=all|department=all|identity=hispanic_latino|location=all|employee_type=all|tenure=all|work_arrangement=all","takeaway_2","Cross-team operating flow","Employees describe uneven collaboration most often at handoff points where accountability is diffuse or process expectations vary between teams.","Communication",4.17,"Above Standard"
"company=all|department=all|identity=hispanic_latino|location=all|employee_type=all|tenure=all|work_arrangement=all","takeaway_3","Workload sustainability","Narrative feedback suggests that pace becomes manageable when priorities are stabilized, resourcing is realistic, and teams are not repeatedly absorbing avoidable rework.","Performance development",4.14,"Above Standard"
"company=all|department=all|identity=two_or_more_other|location=all|employee_type=all|tenure=all|work_arrangement=all","takeaway_1","Leadership and direction clarity","Comments consistently tie strong leadership experiences to visible decision logic, clear sequencing, and better line-of-sight from enterprise strategy to day-to-day work.","Leadership",4.3,"Above Standard"
"company=all|department=all|identity=two_or_more_other|location=all|employee_type=all|tenure=all|work_arrangement=all","takeaway_2","Cross-team operating flow","Employees describe uneven collaboration most often at handoff points where accountability is diffuse or process expectations vary between teams.","Communication",4.21,"Above Standard"
"company=all|department=all|identity=two_or_more_other|location=all|employee_type=all|tenure=all|work_arrangement=all","takeaway_3","Workload sustainability","Narrative feedback suggests that pace becomes manageable when priorities are stabilized, resourcing is realistic, and teams are not repeatedly absorbing avoidable rework.","Performance development",4.05,"Above Standard"
"company=all|department=all|identity=prefer_not_to_say|location=all|employee_type=all|tenure=all|work_arrangement=all","takeaway_1","Leadership and direction clarity","Comments consistently tie strong leadership experiences to visible decision logic, clear sequencing, and better line-of-sight from enterprise strategy to day-to-day work.","Leadership",4.46,"Above Standard"
"company=all|department=all|identity=prefer_not_to_say|location=all|employee_type=all|tenure=all|work_arrangement=all","takeaway_2","Cross-team operating flow","Employees describe uneven collaboration most often at handoff points where accountability is diffuse or process expectations vary between teams.","Communication",4.39,"Above Standard"
"company=all|department=all|identity=prefer_not_to_say|location=all|employee_type=all|tenure=all|work_arrangement=all","takeaway_3","Workload sustainability","Narrative feedback suggests that pace becomes manageable when priorities are stabilized, resourcing is realistic, and teams are not repeatedly absorbing avoidable rework.","Performance development",4.2,"Above Standard"
"company=all|department=all|identity=all|location=north_slope_prudhoe_bay_kuparuk|employee_type=all|tenure=all|work_arrangement=all","takeaway_1","Leadership and direction clarity","Comments consistently tie strong leadership experiences to visible decision logic, clear sequencing, and better line-of-sight from enterprise strategy to day-to-day work.","Leadership",4.39,"Above Standard"
"company=all|department=all|identity=all|location=north_slope_prudhoe_bay_kuparuk|employee_type=all|tenure=all|work_arrangement=all","takeaway_2","Cross-team operating flow","Employees describe uneven collaboration most often at handoff points where accountability is diffuse or process expectations vary between teams.","Communication",4.27,"Above Standard"
"company=all|department=all|identity=all|location=north_slope_prudhoe_bay_kuparuk|employee_type=all|tenure=all|work_arrangement=all","takeaway_3","Workload sustainability","Narrative feedback suggests that pace becomes manageable when priorities are stabilized, resourcing is realistic, and teams are not repeatedly absorbing avoidable rework.","Performance development",4.2,"Above Standard"
"company=all|department=all|identity=all|location=utqia_vik_barrow|employee_type=all|tenure=all|work_arrangement=all","takeaway_1","Leadership and direction clarity","Comments consistently tie strong leadership experiences to visible decision logic, clear sequencing, and better line-of-sight from enterprise strategy to day-to-day work.","Leadership",3.94,"Above Standard"
"company=all|department=all|identity=all|location=utqia_vik_barrow|employee_type=all|tenure=all|work_arrangement=all","takeaway_2","Cross-team operating flow","Employees describe uneven collaboration most often at handoff points where accountability is diffuse or process expectations vary between teams.","Communication",3.92,"Above Standard"
"company=all|department=all|identity=all|location=utqia_vik_barrow|employee_type=all|tenure=all|work_arrangement=all","takeaway_3","Workload sustainability","Narrative feedback suggests that pace becomes manageable when priorities are stabilized, resourcing is realistic, and teams are not repeatedly absorbing avoidable rework.","Performance development",3.84,"Above Standard"
"company=all|department=all|identity=all|location=anchorage|employee_type=all|tenure=all|work_arrangement=all","takeaway_1","Leadership and direction clarity","Comments consistently tie strong leadership experiences to visible decision logic, clear sequencing, and better line-of-sight from enterprise strategy to day-to-day work.","Leadership",4.2,"Above Standard"
"company=all|department=all|identity=all|location=anchorage|employee_type=all|tenure=all|work_arrangement=all","takeaway_2","Cross-team operating flow","Employees describe uneven collaboration most often at handoff points where accountability is diffuse or process expectations vary between teams.","Communication",4.13,"Above Standard"
"company=all|department=all|identity=all|location=anchorage|employee_type=all|tenure=all|work_arrangement=all","takeaway_3","Workload sustainability","Narrative feedback suggests that pace becomes manageable when priorities are stabilized, resourcing is realistic, and teams are not repeatedly absorbing avoidable rework.","Performance development",3.88,"Above Standard"
"company=all|department=all|identity=all|location=lower_48_u_s|employee_type=all|tenure=all|work_arrangement=all","takeaway_1","Leadership and direction clarity","Comments consistently tie strong leadership experiences to visible decision logic, clear sequencing, and better line-of-sight from enterprise strategy to day-to-day work.","Leadership",4.15,"Above Standard"
"company=all|department=all|identity=all|location=lower_48_u_s|employee_type=all|tenure=all|work_arrangement=all","takeaway_2","Cross-team operating flow","Employees describe uneven collaboration most often at handoff points where accountability is diffuse or process expectations vary between teams.","Communication",3.94,"Above Standard"
"company=all|department=all|identity=all|location=lower_48_u_s|employee_type=all|tenure=all|work_arrangement=all","takeaway_3","Workload sustainability","Narrative feedback suggests that pace becomes manageable when priorities are stabilized, resourcing is realistic, and teams are not repeatedly absorbing avoidable rework.","Performance development",3.85,"Above Standard"
"company=all|department=all|identity=all|location=all|employee_type=field_site|tenure=all|work_arrangement=all","takeaway_1","Leadership and direction clarity","Comments consistently tie strong leadership experiences to visible decision logic, clear sequencing, and better line-of-sight from enterprise strategy to day-to-day work.","Leadership",4.36,"Above Standard"
"company=all|department=all|identity=all|location=all|employee_type=field_site|tenure=all|work_arrangement=all","takeaway_2","Cross-team operating flow","Employees describe uneven collaboration most often at handoff points where accountability is diffuse or process expectations vary between teams.","Communication",4.34,"Above Standard"
"company=all|department=all|identity=all|location=all|employee_type=field_site|tenure=all|work_arrangement=all","takeaway_3","Workload sustainability","Narrative feedback suggests that pace becomes manageable when priorities are stabilized, resourcing is realistic, and teams are not repeatedly absorbing avoidable rework.","Performance development",4.21,"Above Standard"
"company=all|department=all|identity=all|location=all|employee_type=corporate_office|tenure=all|work_arrangement=all","takeaway_1","Leadership and direction clarity","Comments consistently tie strong leadership experiences to visible decision logic, clear sequencing, and better line-of-sight from enterprise strategy to day-to-day work.","Leadership",4.3,"Above Standard"
"company=all|department=all|identity=all|location=all|employee_type=corporate_office|tenure=all|work_arrangement=all","takeaway_2","Cross-team operating flow","Employees describe uneven collaboration most often at handoff points where accountability is diffuse or process expectations vary between teams.","Communication",4.17,"Above Standard"
"company=all|department=all|identity=all|location=all|employee_type=corporate_office|tenure=all|work_arrangement=all","takeaway_3","Workload sustainability","Narrative feedback suggests that pace becomes manageable when priorities are stabilized, resourcing is realistic, and teams are not repeatedly absorbing avoidable rework.","Performance development",4.06,"Above Standard"
"company=all|department=all|identity=all|location=all|employee_type=federal_contract_staff|tenure=all|work_arrangement=all","takeaway_1","Leadership and direction clarity","Comments consistently tie strong leadership experiences to visible decision logic, clear sequencing, and better line-of-sight from enterprise strategy to day-to-day work.","Leadership",4.15,"Above Standard"
"company=all|department=all|identity=all|location=all|employee_type=federal_contract_staff|tenure=all|work_arrangement=all","takeaway_2","Cross-team operating flow","Employees describe uneven collaboration most often at handoff points where accountability is diffuse or process expectations vary between teams.","Communication",3.96,"Above Standard"
"company=all|department=all|identity=all|location=all|employee_type=federal_contract_staff|tenure=all|work_arrangement=all","takeaway_3","Workload sustainability","Narrative feedback suggests that pace becomes manageable when priorities are stabilized, resourcing is realistic, and teams are not repeatedly absorbing avoidable rework.","Performance development",3.86,"Above Standard"
"company=all|department=all|identity=all|location=all|employee_type=craft_trades|tenure=all|work_arrangement=all","takeaway_1","Leadership and direction clarity","Comments consistently tie strong leadership experiences to visible decision logic, clear sequencing, and better line-of-sight from enterprise strategy to day-to-day work.","Leadership",4.43,"Above Standard"
"company=all|department=all|identity=all|location=all|employee_type=craft_trades|tenure=all|work_arrangement=all","takeaway_2","Cross-team operating flow","Employees describe uneven collaboration most often at handoff points where accountability is diffuse or process expectations vary between teams.","Communication",4.32,"Above Standard"
"company=all|department=all|identity=all|location=all|employee_type=craft_trades|tenure=all|work_arrangement=all","takeaway_3","Workload sustainability","Narrative feedback suggests that pace becomes manageable when priorities are stabilized, resourcing is realistic, and teams are not repeatedly absorbing avoidable rework.","Performance development",4.34,"Above Standard"
"company=all|department=all|identity=all|location=all|employee_type=manager_supervisor|tenure=all|work_arrangement=all","takeaway_1","Leadership and direction clarity","Comments consistently tie strong leadership experiences to visible decision logic, clear sequencing, and better line-of-sight from enterprise strategy to day-to-day work.","Leadership",4.3,"Above Standard"
"company=all|department=all|identity=all|location=all|employee_type=manager_supervisor|tenure=all|work_arrangement=all","takeaway_2","Cross-team operating flow","Employees describe uneven collaboration most often at handoff points where accountability is diffuse or process expectations vary between teams.","Communication",4.17,"Above Standard"
"company=all|department=all|identity=all|location=all|employee_type=manager_supervisor|tenure=all|work_arrangement=all","takeaway_3","Workload sustainability","Narrative feedback suggests that pace becomes manageable when priorities are stabilized, resourcing is realistic, and teams are not repeatedly absorbing avoidable rework.","Performance development",4.08,"Above Standard"
"company=all|department=all|identity=all|location=all|employee_type=all|tenure=1_year|work_arrangement=all","takeaway_1","Leadership and direction clarity","Comments consistently tie strong leadership experiences to visible decision logic, clear sequencing, and better line-of-sight from enterprise strategy to day-to-day work.","Leadership",4.39,"Above Standard"
"company=all|department=all|identity=all|location=all|employee_type=all|tenure=1_year|work_arrangement=all","takeaway_2","Cross-team operating flow","Employees describe uneven collaboration most often at handoff points where accountability is diffuse or process expectations vary between teams.","Communication",4.25,"Above Standard"
"company=all|department=all|identity=all|location=all|employee_type=all|tenure=1_year|work_arrangement=all","takeaway_3","Workload sustainability","Narrative feedback suggests that pace becomes manageable when priorities are stabilized, resourcing is realistic, and teams are not repeatedly absorbing avoidable rework.","Performance development",4.13,"Above Standard"
"company=all|department=all|identity=all|location=all|employee_type=all|tenure=1_2_years|work_arrangement=all","takeaway_1","Leadership and direction clarity","Comments consistently tie strong leadership experiences to visible decision logic, clear sequencing, and better line-of-sight from enterprise strategy to day-to-day work.","Leadership",4.23,"Above Standard"
"company=all|department=all|identity=all|location=all|employee_type=all|tenure=1_2_years|work_arrangement=all","takeaway_2","Cross-team operating flow","Employees describe uneven collaboration most often at handoff points where accountability is diffuse or process expectations vary between teams.","Communication",4.09,"Above Standard"
"company=all|department=all|identity=all|location=all|employee_type=all|tenure=1_2_years|work_arrangement=all","takeaway_3","Workload sustainability","Narrative feedback suggests that pace becomes manageable when priorities are stabilized, resourcing is realistic, and teams are not repeatedly absorbing avoidable rework.","Performance development",4.02,"Above Standard"
"company=all|department=all|identity=all|location=all|employee_type=all|tenure=3_5_years|work_arrangement=all","takeaway_1","Leadership and direction clarity","Comments consistently tie strong leadership experiences to visible decision logic, clear sequencing, and better line-of-sight from enterprise strategy to day-to-day work.","Leadership",4.22,"Above Standard"
